Project ID,Project Name,IM Group,Character Count
88467,APOLLO : Emergency Medicine-JFK Memorial Hospital,C19-APOLLO : Emergency Medicine-JFK Memorial Hospital,53
138453,APOLLO : Floyd Medical Center-Emergency,C19-APOLLO : Floyd Medical Center-Emergency,43
424083,APOLLO : Franklin Regional Medical Center,C19-APOLLO : Franklin Regional Medical Center,45
16801,APOLLO : Houston Medical Center-Emergency,C19-APOLLO : Houston Medical Center-Emergency,45
350057,APOLLO : Maria Parham Medical Center,C19-APOLLO : Maria Parham Medical Center,40
252075,APOLLO : Medical Center Navicent Health,C19-APOLLO : Medical Center Navicent Health,43
32046,APOLLO : Mercy Central Campus-Emergency,C19-APOLLO : Mercy Central Campus-Emergency,43
79572,APOLLO : Mercy West Lakes-Emergency,C19-APOLLO : Mercy West Lakes-Emergency,39
191164,APOLLO : Midtown Medical Center,C19-APOLLO : Midtown Medical Center,35
150067,APOLLO : Moses Taylor Hospital,C19-APOLLO : Moses Taylor Hospital,34
490916,APOLLO : Nanticoke Memorial Hospital,C19-APOLLO : Nanticoke Memorial Hospital,40
179322,APOLLO : Perry Hospital,C19-APOLLO : Perry Hospital,27
206276,APOLLO : Piedmont Northside Medical Center-Emergency,C19-APOLLO : Piedmont Northside Medical Center-Emergency,56
836646,APOLLO : Piedmont Northside Medical Center-HM,C19-APOLLO : Piedmont Northside Medical Center-HM,49
480892,APOLLO : Providence Health,C19-APOLLO : Providence Health,30
150065,APOLLO : Regional Hospital of Scranton,C19-APOLLO : Regional Hospital of Scranton,42
174581,APOLLO : Rush-Copley Medical Center,C19-APOLLO : Rush-Copley Medical Center,39
466903,APOLLO : South Baldwin Medical Center,C19-APOLLO : South Baldwin Medical Center,41
356850,APOLLO : Southeastern Regional Medical Center,C19-APOLLO : Southeastern Regional Medical Center,49
90719,APOLLO : Spalding Regional Medical Center-Emergency,C19-APOLLO : Spalding Regional Medical Center-Emergency,55
800971,APOLLO : Spalding Regional Medical Center-Emergency Rate B,C19-APOLLO : Spalding Regional Medical Center-Emergency Rate B,62
136409,APOLLO : Sylvan Grove Hospital-Emergency,C19-APOLLO : Sylvan Grove Hospital-Emergency,44
655941,APOLLO : TS-Ashe Memorial Hospital,C19-APOLLO : TS-Ashe Memorial Hospital,38
480891,APOLLO : UNC Lenoir Health Care,C19-APOLLO : UNC Lenoir Health Care,35
340535,APOLLO : WellStar Cobb,C19-APOLLO : WellStar Cobb,26
426249,APOLLO : Wellstar Douglas Hospital,C19-APOLLO : Wellstar Douglas Hospital,38
472682,APOLLO : WellStar Kennestone Hospital,C19-APOLLO : WellStar Kennestone Hospital,41
480890,APOLLO : Wellstar North Fulton Hospital,C19-APOLLO : Wellstar North Fulton Hospital,43
426250,APOLLO : Wellstar Paulding Hospital,C19-APOLLO : Wellstar Paulding Hospital,39
150036,APOLLO : Wilkes-Barre General Hospital,C19-APOLLO : Wilkes-Barre General Hospital,42
748160,APP : Banner Desert Medical Center-Mesa-AZ,C19-APP : Banner Desert Medical Center-Mesa-AZ,46
17119,APP : Blount Memorial Hospital,C19-APP : Blount Memorial Hospital,34
759437,APP : DNU-Good Shepherd-Kilgore,C19-APP : DNU-Good Shepherd-Kilgore,35
759745,APP : DNU-Good Shepherd-Longview,C19-APP : DNU-Good Shepherd-Longview,36
759746,APP : DNU-Good Shepherd-Marshall,C19-APP : DNU-Good Shepherd-Marshall,36
759747,APP : DNU-North Park Medical Plaza,C19-APP : DNU-North Park Medical Plaza,38
16521,APP : Good Shepherd-Kilgore,C19-APP : Good Shepherd-Kilgore,31
16519,APP : Good Shepherd-Longview,C19-APP : Good Shepherd-Longview,32
16520,APP : Good Shepherd-Marshall,C19-APP : Good Shepherd-Marshall,32
568256,APP : Houston Methodist Baytown Hospital,C19-APP : Houston Methodist Baytown Hospital,44
16667,APP : Houston Methodist Hospital,C19-APP : Houston Methodist Hospital,36
783380,APP : Houston Methodist Pearland FSED,C19-APP : Houston Methodist Pearland FSED,41
783382,APP : Houston Methodist Sienna Plantation FSED,C19-APP : Houston Methodist Sienna Plantation FSED,50
158717,APP : Houston Methodist St. John Hospital,C19-APP : Houston Methodist St. John Hospital,45
175276,APP : Houston Methodist The Woodlands Hospital,C19-APP : Houston Methodist The Woodlands Hospital,50
783381,APP : Houston Methodist Voss FSED,C19-APP : Houston Methodist Voss FSED,37
177941,APP : Houston Methodist Willowbrook Hospital,C19-APP : Houston Methodist Willowbrook Hospital,48
47113,APP : Kirby- Houston Methodist Emergency Care,C19-APP : Kirby- Houston Methodist Emergency Care,49
90715,APP : Laughlin Memorial Hospital,C19-APP : Laughlin Memorial Hospital,36
88648,APP : Lovelace Medical Center,C19-APP : Lovelace Medical Center,33
89890,APP : Lovelace Westside Hospital,C19-APP : Lovelace Westside Hospital,36
88649,APP : Lovelace Women's Center,C19-APP : Lovelace Women's Center,33
640004,APP : Manatee Memorial Hospital,C19-APP : Manatee Memorial Hospital,35
690338,APP : McLaren Greater Lansing,C19-APP : McLaren Greater Lansing,33
199841,APP : Merit Health Biloxi,C19-APP : Merit Health Biloxi,29
636756,APP : Newport Medical Center,C19-APP : Newport Medical Center,32
16511,APP : North Park Medical Plaza,C19-APP : North Park Medical Plaza,34
47114,APP : Sugar Land-Houston Methodist Hospital,C19-APP : Sugar Land-Houston Methodist Hospital,47
705294,APP : Tennova Healthcare Clarksville,C19-APP : Tennova Healthcare Clarksville,40
759436,APP : Tennova Healthcare-Cleveland,C19-APP : Tennova Healthcare-Cleveland,38
142100,APP : Vista Medical Centers (MAIN) : Vista East,C19-APP : Vista Medical Centers (MAIN) : Vista East,51
142094,APP : Vista Medical Centers (MAIN) : Vista Lindenhurst Freestanding Emergency,C19-APP : Vista Medical Centers (MAIN) : Vista Lindenhurst Freestanding Emergency,81
640003,APP : Wellington Regional Medical Center,C19-APP : Wellington Regional Medical Center,44
47115,APP : West- Houston Methodist Hospital,C19-APP : West- Houston Methodist Hospital,42
147978,ARAPC : Arthritis and Rheumatism (MAIN) : Rockville Office,C19-ARAPC : Arthritis and Rheumatism (MAIN) : Rockville Office,62
16372,ARAPC : Arthritis and Rheumatism (MAIN) : Wheaton Office,C19-ARAPC : Arthritis and Rheumatism (MAIN) : Wheaton Office,60
754275,ARCPA : Austin Regional Clinic (Main) : 4315 James Casey St Suite 200,C19-ARCPA : Austin Regional Clinic (Main) : 4315 James Casey St Suite 200,73
91348,ARCPA : Austin Regional Clinic (Main) : Far West,C19-ARCPA : Far West,20
122867,ARCPA : Austin Regional Clinic (Main) : Far West Medical Tower,C19-ARCPA : Austin Regional Clinic (Main) : Far West Medical Tower,66
91221,ARCPA : Austin Regional Clinic (Main) : Medical Park Tower Ortho,C19-ARCPA : Medical Park Tower Ortho,36
91222,ARCPA : Austin Regional Clinic (Main) : Quarry Lake,C19-ARCPA : Quarry Lake,23
91223,ARCPA : Austin Regional Clinic (Main) : Seton Northwest,C19-ARCPA : Seton Northwest,27
176760,ARCPA : Austin Regional Clinic (Main) : South,C19-ARCPA : Austin Regional Clinic (Main) : South,49
196925,ARCPA : Austin Regional Clinic (Main) : South 1st,C19-ARCPA : Austin Regional Clinic (Main) : South 1st,53
195684,ARCPA : Austin Regional Clinic (Main) : Southwest,C19-ARCPA : Austin Regional Clinic (Main) : Southwest,53
768223,ARHCHC : Lurie Children's Hospital (MAIN) : Central Dupage Hospital,C19-ARHCHC : Lurie Children's Hospital (MAIN) : Central Dupage Hospital,71
422633,ARHCHC : Lurie Children's Hospital (MAIN) : Clark,C19-ARHCHC : Lurie Children's Hospital (MAIN) : Clark,53
768221,ARHCHC : Lurie Children's Hospital (MAIN) : Delnor,C19-ARHCHC : Lurie Children's Hospital (MAIN) : Delnor,54
422630,ARHCHC : Lurie Children's Hospital (MAIN) : Lurie Children's Hospital,C19-ARHCHC : Lurie Children's Hospital (MAIN) : Lurie Children's Hospital,73
768224,ARHCHC : Lurie Children's Hospital (MAIN) : OAD Proton Center,C19-ARHCHC : Lurie Children's Hospital (MAIN) : OAD Proton Center,65
422634,ARHCHC : Lurie Children's Hospital (MAIN) : Westchester,C19-ARHCHC : Lurie Children's Hospital (MAIN) : Westchester,59
381256,ARHM : Adventist Rehab Hospital of Maryland,C19-ARHM : Adventist Rehab Hospital of Maryland,47
748471,ARMD : Southside Regional Medical Center,C19-ARMD : Southside Regional Medical Center,44
731881,ASAPN : TS-River Oaks Hospital and Clinics - AMG Clinic,C19-ASAPN : TS-River Oaks Hospital and Clinics - AMG Clinic,59
776571,ASTRIA : Astria Health Center General Surgery,C19-ASTRIA : Astria Health Center General Surgery,49
190709,ASTRIA : Summitview Yakima Regional,C19-ASTRIA : Summitview Yakima Regional,39
190710,ASTRIA : Terrace Heights Yakima Regional,C19-ASTRIA : Terrace Heights Yakima Regional,44
202226,ATRIUS : Atrius Health (MAIN) : Atrius Dermatology - Braintree,C19-ATRIUS : Atrius Health (MAIN) : Atrius Dermatology - Braintree,66
374844,ATRIUS : Atrius Health (MAIN) : Atrius Dermatology - Cambridge,C19-ATRIUS : Atrius Health (MAIN) : Atrius Dermatology - Cambridge,66
340725,ATRIUS : Atrius Health (MAIN) : Atrius Dermatology - Medford,C19-ATRIUS : Atrius Health (MAIN) : Atrius Dermatology - Medford,64
165894,ATRIUS : Atrius Health (MAIN) : Cardiology - Kenmore,C19-ATRIUS : Atrius Health (MAIN) : Cardiology - Kenmore,56
90311,ATRIUS : Atrius Health (MAIN) : Cardiology - Weymouth,C19-ATRIUS : Atrius Health (MAIN) : Cardiology - Weymouth,57
374843,ATRIUS : Atrius Health (MAIN) : Dermatology - Kenmore,C19-ATRIUS : Atrius Health (MAIN) : Dermatology - Kenmore,57
88139,ATRIUS : Atrius Health (MAIN) : Dermatology -Harvard Vanguard Medical Associates,C19-ATRIUS : Atrius Health (MAIN) : Dermatology -Harvard Vanguard Medical Associates,84
742099,ATRIUS : Atrius Health (MAIN) : Endocrinology - Cambridge,C19-ATRIUS : Atrius Health (MAIN) : Endocrinology - Cambridge,61
202225,ATRIUS : Atrius Health (MAIN) : Endocrinology - Chestnut Hill,C19-ATRIUS : Atrius Health (MAIN) : Endocrinology - Chestnut Hill,65
593664,ATRIUS : Atrius Health (MAIN) : Endocrinology - Kenmore,C19-ATRIUS : Atrius Health (MAIN) : Endocrinology - Kenmore,59
742202,ATRIUS : Atrius Health (MAIN) : ENT - Dedham,C19-ATRIUS : Atrius Health (MAIN) : ENT - Dedham,48
16456,ATRIUS : Atrius Health (MAIN) : ENT - Kenmore,C19-ATRIUS : Atrius Health (MAIN) : ENT - Kenmore,49
16453,ATRIUS : Atrius Health (MAIN) : ENT - Wellesley,C19-ATRIUS : Atrius Health (MAIN) : ENT - Wellesley,51
742098,ATRIUS : Atrius Health (MAIN) : Gastroenterology - Watertown,C19-ATRIUS : Atrius Health (MAIN) : Gastroenterology - Watertown,64
742097,ATRIUS : Atrius Health (MAIN) : Gastroenterology - Wellesley,C19-ATRIUS : Atrius Health (MAIN) : Gastroenterology - Wellesley,64
88469,ATRIUS : Atrius Health (MAIN) : Internal Medicine - Concord,C19-ATRIUS : Atrius Health (MAIN) : Internal Medicine - Concord,63
87186,ATRIUS : Atrius Health (MAIN) : Internal Medicine - Dedham,C19-ATRIUS : Atrius Health (MAIN) : Internal Medicine - Dedham,62
16455,ATRIUS : Atrius Health (MAIN) : Internal Medicine - Kenmore,C19-ATRIUS : Atrius Health (MAIN) : Internal Medicine - Kenmore,63
430617,ATRIUS : Atrius Health (MAIN) : Internal Medicine - Needham,C19-ATRIUS : Atrius Health (MAIN) : Internal Medicine - Needham,63
83422,ATRIUS : Atrius Health (MAIN) : Internal Medicine - Wellesley,C19-ATRIUS : Atrius Health (MAIN) : Internal Medicine - Wellesley,65
68016,ATRIUS : Atrius Health (MAIN) : Internal Medicine - West Roxbury,C19-ATRIUS : Atrius Health (MAIN) : Internal Medicine - West Roxbury,68
32082,ATRIUS : Atrius Health (MAIN) : Kenmore UC Sat-Sun,C19-ATRIUS : Atrius Health (MAIN) : Kenmore UC Sat-Sun,54
201785,ATRIUS : Atrius Health (MAIN) : Orthopedics - Dedham,C19-ATRIUS : Atrius Health (MAIN) : Orthopedics - Dedham,56
593663,ATRIUS : Atrius Health (MAIN) : Orthopedics - Kenmore,C19-ATRIUS : Atrius Health (MAIN) : Orthopedics - Kenmore,57
201784,ATRIUS : Atrius Health (MAIN) : Orthopedics - Wellesley,C19-ATRIUS : Atrius Health (MAIN) : Orthopedics - Wellesley,59
227463,ATRIUS : Atrius Health (MAIN) : Pediatrics - Watertown,C19-ATRIUS : Atrius Health (MAIN) : Pediatrics - Watertown,58
612623,ATRIUS : Atrius Health (MAIN) : Quincy Dermatology,C19-ATRIUS : Atrius Health (MAIN) : Quincy Dermatology,54
63825,ATRIUS : Atrius Health (MAIN) : Somerville Office,C19-ATRIUS : Atrius Health (MAIN) : Somerville Office,53
16369,ATRIUS : Atrius Health (MAIN) : Urgent Care - Kenmore,C19-ATRIUS : Atrius Health (MAIN) : Urgent Care - Kenmore,57
132570,ATRIUS : Atrius Health (MAIN) : Urology - Kenmore,C19-ATRIUS : Atrius Health (MAIN) : Urology - Kenmore,53
742094,ATRIUS : Atrius Health (MAIN) : Urology - Quincy,C19-ATRIUS : Atrius Health (MAIN) : Urology - Quincy,52
132569,ATRIUS : Atrius Health (MAIN) : Urology - West Roxbury,C19-ATRIUS : Atrius Health (MAIN) : Urology - West Roxbury,58
144363,ATRIUS : Atrius Health (MAIN) : Weight Management - Kenmore,C19-ATRIUS : Atrius Health (MAIN) : Weight Management - Kenmore,63
797111,AVRH : Alta Vista Medical Center,C19-AVRH : Alta Vista Medical Center,36
690846,AWCG : TS-Aloha Nursing and Rehab Center,C19-AWCG : TS-Aloha Nursing and Rehab Center,44
690847,AWCG : TS-Ann Pearl Care Home,C19-AWCG : TS-Ann Pearl Care Home,33
690851,AWCG : TS-Avalon Care Center Honolulu,C19-AWCG : TS-Avalon Care Center Honolulu,41
690853,AWCG : TS-Hale Nani Rehabilitation and Nursing Center,C19-AWCG : TS-Hale Nani Rehabilitation and Nursing Center,57
749105,AWCG : TS-Islands Skilled Nursing and Rehabilitation,C19-AWCG : TS-Islands Skilled Nursing and Rehabilitation,56
690849,AWCG : TS-Maunalani Nursing and Rehab Center,C19-AWCG : TS-Maunalani Nursing and Rehab Center,48
690848,AWCG : TS-The Care Center of Honolulu,C19-AWCG : TS-The Care Center of Honolulu,41
690850,AWCG : Aloha Wound Care Group (MAIN) : TS-The Villas,C19-AWCG : Aloha Wound Care Group (MAIN) : TS-The Villas,56
129302,AWHI : Aspirus Cardiology (MAIN) : Rhinelander,C19-AWHI : Aspirus Cardiology (MAIN) : Rhinelander,50
129300,AWHI : Aspirus Cardiology (MAIN) : Wausau,C19-AWHI : Aspirus Cardiology (MAIN) : Wausau,45
771254,BALEP : Dr. Merino,C19-BALEP : Dr. Merino,22
16749,BALEP : Swedish Medical Center-Ballard,C19-BALEP : Swedish Medical Center-Ballard,42
518373,BANMG : Banner Health Arizona (MAIN) : Banner Health Center Queen Creek,C19-BANMG : Banner Health Arizona (MAIN) : Banner Health Center Queen Creek,75
518378,BANMG : Banner Health Arizona (MAIN) : BannerHealthCenter Chandler,C19-BANMG : Banner Health Arizona (MAIN) : BannerHealthCenter Chandler,70
518371,BANMG : Banner Health Arizona (MAIN) : BannerHealthClinic Baywood Neuro,C19-BANMG : Banner Health Arizona (MAIN) : BannerHealthClinic Baywood Neuro,75
518377,BANMG : Banner Health Arizona (MAIN) : BannerHealthClinic Country Club,C19-BANMG : Banner Health Arizona (MAIN) : BannerHealthClinic Country Club,74
518382,BANMG : Banner Health Arizona (MAIN) : BannerHealthClinic Hawes,C19-BANMG : Banner Health Arizona (MAIN) : BannerHealthClinic Hawes,67
518372,BANMG : Banner Health Arizona (MAIN) : BannerHealthClinic Ironwood,C19-BANMG : Banner Health Arizona (MAIN) : BannerHealthClinic Ironwood,70
518379,BANMG : Banner Health Arizona (MAIN) : BannerHealthClinic Power,C19-BANMG : Banner Health Arizona (MAIN) : BannerHealthClinic Power,67
518383,BANMG : Banner Health Arizona (MAIN) : BHC East Mesa,C19-BANMG : Banner Health Arizona (MAIN) : BHC East Mesa,56
518402,BANMG : Banner Health Arizona (MAIN) : BHC Verrado,C19-BANMG : Banner Health Arizona (MAIN) : BHC Verrado,54
518375,BANMG : Banner Health Arizona (MAIN) : BTMC Pediatric Neurology,C19-BANMG : Banner Health Arizona (MAIN) : BTMC Pediatric Neurology,67
518374,BANMG : Banner Health Arizona (MAIN) : BTMC Pediatric Orthopedics,C19-BANMG : Banner Health Arizona (MAIN) : BTMC Pediatric Orthopedics,69
518384,BANMG : Banner Health Arizona (MAIN) : CCMC Pediatric Gastroenterology,C19-BANMG : Banner Health Arizona (MAIN) : CCMC Pediatric Gastroenterology,74
518399,BANMG : Banner Health Arizona (MAIN) : Endocrinology SCW,C19-BANMG : Banner Health Arizona (MAIN) : Endocrinology SCW,60
518394,BANMG : Banner Health Arizona (MAIN) : Gastroenterology - SCW,C19-BANMG : Banner Health Arizona (MAIN) : Gastroenterology - SCW,65
518396,BANMG : Banner Health Arizona (MAIN) : Gastroenterology Peoria,C19-BANMG : Banner Health Arizona (MAIN) : Gastroenterology Peoria,66
518388,BANMG : Banner Health Arizona (MAIN) : Sun City West,C19-BANMG : Banner Health Arizona (MAIN) : Sun City West,56
518391,BANMG : Banner Health Arizona (MAIN) : Sun City West Surgical Specialists,C19-BANMG : Banner Health Arizona (MAIN) : Sun City West Surgical Specialists,77
518386,BANMG : Banner Health Arizona (MAIN) : Sunrise TerraceHealthCenter,C19-BANMG : Banner Health Arizona (MAIN) : Sunrise TerraceHealthCenter,70
518398,BANMG : Banner Health Arizona (MAIN) : SurpriseHealthCenter,C19-BANMG : Banner Health Arizona (MAIN) : SurpriseHealthCenter,63
518393,BANMG : Banner Health Arizona (MAIN) : West Valley Podiatry Peoria,C19-BANMG : Banner Health Arizona (MAIN) : West Valley Podiatry Peoria,70
518360,BANMG : Banner Health Colorado (MAIN) : BannerHealthCenter SW Loveland,C19-BANMG : Banner Health Colorado (MAIN) : BannerHealthCenter SW Loveland,74
518366,BANMG : Banner Health Colorado (MAIN) : BannerHealthClinic Columbine,C19-BANMG : Banner Health Colorado (MAIN) : BannerHealthClinic Columbine,72
518363,BANMG : Banner Health Colorado (MAIN) : BannerHealthClinic Eaton,C19-BANMG : Banner Health Colorado (MAIN) : BannerHealthClinic Eaton,68
518364,BANMG : Banner Health Colorado (MAIN) : BannerHealthClinic Fossil,C19-BANMG : Banner Health Colorado (MAIN) : BannerHealthClinic Fossil,69
518367,BANMG : Banner Health Colorado (MAIN) : BMG WR - Endocrinology Fort Collins,C19-BANMG : Banner Health Colorado (MAIN) : BMG WR - Endocrinology Fort Collins,79
518368,BANMG : Banner Health Colorado (MAIN) : BMG WR - Endocrinology Loveland,C19-BANMG : Banner Health Colorado (MAIN) : BMG WR - Endocrinology Loveland,75
518361,BANMG : Banner Health Colorado (MAIN) : BMG WR - General Surgery,C19-BANMG : Banner Health Colorado (MAIN) : BMG WR - General Surgery,68
518357,BANMG : Banner Health Colorado (MAIN) : BMG WR - Oncology,C19-BANMG : Banner Health Colorado (MAIN) : BMG WR - Oncology,61
518365,BANMG : Banner Health Colorado (MAIN) : BMG WR - Orthopedics,C19-BANMG : Banner Health Colorado (MAIN) : BMG WR - Orthopedics,64
518369,BANMG : Banner Health Colorado (MAIN) : BMG WR - Orthopedics Greeley,C19-BANMG : Banner Health Colorado (MAIN) : BMG WR - Orthopedics Greeley,72
518354,BANMG : Banner Health Colorado (MAIN) : BMG WR - Podiatry,C19-BANMG : Banner Health Colorado (MAIN) : BMG WR - Podiatry,61
518355,BANMG : Banner Health Colorado (MAIN) : BMG WR - Urology,C19-BANMG : Banner Health Colorado (MAIN) : BMG WR - Urology,60
823693,BANMG : Banner Health Telescribes (MAIN),C19-BANMG : Banner Health Telescribes (MAIN),44
519075,BANMG : Banner Health Telescribes (MAIN) : TS-Banner Health Center,C19-BANMG : Banner Health Telescribes (MAIN) : TS-Banner Health Center,70
832056,BANMG : Banner Health Telescribes (MAIN) : TS-Banner Health Center - Peoria,C19-BANMG : Banner Health Telescribes (MAIN) : TS-Banner Health Center - Peoria,79
519073,BANMG : Banner Health Telescribes (MAIN) : TS-Banner Health Center Fernley,C19-BANMG : Banner Health Telescribes (MAIN) : TS-Banner Health Center Fernley,78
519077,BANMG : Banner Health Telescribes (MAIN) : TS-Banner Health Clinic,C19-BANMG : Banner Health Telescribes (MAIN) : TS-Banner Health Clinic,70
